test,stat,pvalue,df,runtime_ms,converged_full,converged_null,error_type,failed,reject,scenario,scenario_slug,hypothesis_id,n,effect_size,rep,seed,alpha,null_spec,null_df,notes,is_null
lr_bootstrap,0.0,1.0,1,116.08630000409903,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.0,3,8033120488352715130,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
wald,0.0,1.0,1,0.10789999942062423,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,0,7917994779817670030,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,0.020294301092822778,0.8867181985179782,1,0.10630000178935006,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,0,7917994779817670030,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,0.0,1.0,1,0.03369999467395246,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,0,7917994779817670030,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,0.0,1.0,1,117.87329999788199,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,0,7917994779817670030,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,0.11131754976685225,0.7386490814180724,1,0.156299996888265,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,1,4320084320215892679,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,0.10732589593194228,0.7432093485100977,1,0.09760000102687627,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,1,4320084320215892679,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,0.10700738920525055,0.7435772470382562,1,0.05160000000614673,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,1,4320084320215892679,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,0.10700738920525055,0.6486486486486487,1,124.49380000180099,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,1,4320084320215892679,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,1.5349458698287914,0.215371672894871,1,0.16950000281212851,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,2,8936240309162264619,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,1.3971066387195321,0.23720861490117046,1,0.10399999882793054,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,2,8936240309162264619,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,1.3815687450628502,0.23983411365782878,1,0.05890000466024503,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,2,8936240309162264619,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,1.3815687450628502,0.15,1,125.87820000044303,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,2,8936240309162264619,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,0.17513648464285964,0.6755866217099822,1,0.1523000028100796,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,3,7428679144570726470,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,0.16547756840051134,0.6841627156319283,1,0.09700000373413786,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,3,7428679144570726470,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,0.16503254785550325,0.6845648101726637,1,0.052299998060334474,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,3,7428679144570726470,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,0.16503254785550325,0.4523809523809524,1,136.9741000016802,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.1,3,7428679144570726470,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,1.956247201068127,0.1619152428494527,1,0.15949999942677096,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,0,1488286183078445266,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,1.7063390470133524,0.191461050210605,1,0.10589999874355271,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,0,1488286183078445266,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,1.6917466075953485,0.1933708878045256,1,0.06120000034570694,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,0,1488286183078445266,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,1.6917466075953485,0.17647058823529413,1,137.44460000452818,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,0,1488286183078445266,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,7.602237824566261,0.0058295901359377575,1,0.14650000230176374,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,1,4254020701497251284,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,6.904706191789755,0.008596915252751395,1,0.09280000085709617,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,1,4254020701497251284,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,6.725956712814963,0.009501974946248954,1,0.05160000000614673,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,1,4254020701497251284,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,6.725956712814963,0.02702702702702703,1,128.0029999979888,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,1,4254020701497251284,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,1.7300519164692363,0.18840426747741745,1,0.15500000154133886,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,2,4252903538484150392,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,1.4857445383310248,0.22287789438264102,1,0.09950000094249845,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,2,4252903538484150392,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,1.476114396979483,0.2243834519020143,1,0.05509999755304307,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,2,4252903538484150392,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,1.476114396979483,0.13953488372093023,1,132.52839999768184,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,2,4252903538484150392,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,10.030549451036432,0.0015396510290397027,1,0.15449999773409218,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,3,5480721657621830601,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,8.238016453498032,0.004102193853752131,1,0.09750000026542693,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,3,5480721657621830601,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,8.114263143822654,0.00439183207529121,1,0.06379999831551686,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,3,5480721657621830601,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,8.114263143822654,0.02564102564102564,1,121.93220000335714,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,60,0.2,3,5480721657621830601,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,0.0,1.0,1,0.10459999612066895,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,0,8975716206778128835,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
score,0.9207436813845815,0.3372797815642576,1,0.11119999544462189,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,0,8975716206778128835,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr,0.0,1.0,1,0.0320999970426783,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,0,8975716206778128835,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr_bootstrap,0.0,1.0,1,144.21100000618026,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,0,8975716206778128835,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
wald,0.05835784616142906,0.8091105131486512,1,0.14859999646432698,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,1,2868402048173145336,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
score,0.05742383989267433,0.8106149977818793,1,0.09000000136438757,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,1,2868402048173145336,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr,0.05731334773599883,0.810793830523425,1,0.0486999997519888,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,1,2868402048173145336,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr_bootstrap,0.05731334773599883,0.375,1,128.90730000071926,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,1,2868402048173145336,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
wald,0.0,1.0,1,0.10209999891230837,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,2,8548216248079561584,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
score,1.5658757883591343,0.21080696150656164,1,0.10769999789772555,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,2,8548216248079561584,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr,5.684341886080802e-14,0.9999998097694968,1,0.05360000068321824,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,2,8548216248079561584,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr_bootstrap,5.684341886080802e-14,0.825,1,140.85309999791207,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,2,8548216248079561584,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
wald,4.1537257574641566e-05,0.994857717108504,1,0.1432999997632578,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,3,7338243660904050538,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
score,4.1518230801081715e-05,0.9948588949776085,1,0.09000000136438757,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,3,7338243660904050538,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr,4.151617088155035e-05,0.9948590225149245,1,0.04949999856762588,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,3,7338243660904050538,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
lr_bootstrap,4.151617088155035e-05,0.6896551724137931,1,129.30720000440488,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.0,3,7338243660904050538,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,True
wald,0.7679483326191016,0.38085250131097736,1,0.1556999995955266,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,0,6064463372350678533,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,0.7112503798730814,0.3990290283580975,1,0.09729999874252826,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,0,6064463372350678533,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,0.7083684614375443,0.3999859757901538,1,0.05249999958323315,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,0,6064463372350678533,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,0.7083684614375443,0.20454545454545456,1,133.83739999699173,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,0,6064463372350678533,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,0.390730154497928,0.531915851100894,1,0.14849999570287764,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,1,618620882724742596,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,0.38037356907000586,0.5374033763067917,1,0.09270000009564683,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,1,618620882724742596,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,0.3779469565121758,0.5387040435920465,1,0.0518000015290454,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,1,618620882724742596,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,0.3779469565121758,0.36363636363636365,1,132.2269000011147,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,1,618620882724742596,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,1.7811959973377256,0.18200253341417072,1,0.15210000128718093,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,2,3213106130386463495,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,1.6344553032986526,0.20108792331657296,1,0.09819999831961468,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,2,3213106130386463495,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,1.621585192682403,0.20287089668946034,1,0.05729999975301325,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,2,3213106130386463495,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,1.621585192682403,0.09523809523809523,1,125.07029999687802,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,2,3213106130386463495,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,2.463652899319439,0.11650755045043042,1,0.15020000137155876,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,3,366215704169527932,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,2.125893471845046,0.14482830521395754,1,0.09819999831961468,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,3,366215704169527932,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,2.1153315292654042,0.14583047054119525,1,0.0562999994144775,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,3,366215704169527932,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,2.1153315292654042,0.11627906976744186,1,136.2388000052306,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.1,3,366215704169527932,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,6.564134068419078,0.010405435659491423,1,0.14650000230176374,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,0,6792682405325789226,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,5.352732274139019,0.020689824220827473,1,0.09280000085709617,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,0,6792682405325789226,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,5.3154335918954985,0.02113733303901868,1,0.051700000767596066,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,0,6792682405325789226,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
